date,track_title,track_id,artist_name,artist_id,album_name,album_id,date_date
2020-08-29 01:43:20.983,Carry on Wayward Son,4DMKwE2E2iYDKY01C335Uw,Kansas,2hl0xAkS2AIRAu23TVMBG1,Leftoverture (Expanded Edition),7MejfRSNnrpcLZIxkeZDqR,2020-01-29
2020-07-15 18:01:55.431,T.N.T.,7LRMbd3LEoV5wZJvXT1Lwb,AC/DC,711MCceyCBcFnzjGY4Q7Un,High Voltage,19AUoKWRAaQYrggVvdQnqq,2020-01-29
2020-09-25 21:11:23.442,"Paint It, Black - Mono",1RJeiAIwR9pZBgJA8ndZLL,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones In Mono (Remastered 2016),5nKpMsduwp5xqCKq2IbSKv,2020-01-29
2020-01-25 15:51:30.959,For What It's Worth,1qRA5BS78u3gME0loMl9AA,Buffalo Springfield,3eskO5m0H4yiF64vRySBjr,Buffalo Springfield,3PkdGRruLnJ9zCtANiDrpB,2020-01-29
2020-10-03 04:01:32.758,La Grange - 2005 Remaster,70YvYr2hGlS01bKRIho1HM,ZZ Top,2AM4ilv6UzW0uMRuqKtDgN,Tres Hombres (Expanded 2006 Remaster),0Em8m9kRctyH9S3MTXAHvY,2020-01-29
2020-03-23 19:01:14.549,Personal Jesus - Single Version,4UCTgh5jvtqoaMX6MAhUNn,Depeche Mode,762310PdDnwsDxAQxzQkfX,The Singles 86-98,61h3VS8XDROIpvQznjTPTT,2020-01-29
2020-06-11 01:06:24.818,Get It On,0LoQuiekvzqx7n8flgEKzF,T. Rex,3dBVyJ7JuOMt4GE9607Qin,Electric Warrior,2wnq5e000z2hT7qS2F8jZ5,2020-01-29
2020-05-29 00:17:40.431,More Than a Feeling,1QEEqeFIZktqIpPI4jSVSF,Boston,29kkCKKGXheHuoO829FxWK,Boston,2QLp07RO6anZHmtcKTEvSC,2020-01-29
2020-10-12 14:55:32.743,Dust in the Wind,6zeE5tKyr8Nu882DQhhSQI,Kansas,2hl0xAkS2AIRAu23TVMBG1,Point Of Know Return (Expanded Edition),6oU298pdPTCQnMx1PYwyUA,2020-01-29
2020-04-10 21:11:25.101,Kickstart My Heart,7GonnnalI2s19OCQO1J7Tf,Mötley Crüe,0cc6vw3VN8YlIcvr1v7tBL,Dr. Feelgood,6pL7kL9cOc0DpWCq6qJtxQ,2020-01-29
2020-03-20 01:53:32.611,Free Fallin',5tVA6TkbaAH9QMITTQRrNv,Tom Petty,2UZMlIwnkgAEDBsw1Rejkn,Full Moon Fever,5d71Imt5CIb7LpQwDMQ093,2020-01-29
2020-03-14 22:19:12.403,All Along the Watchtower,2aoo2jlRnM3A0NyLQqMN2f,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,Electric Ladyland,5z090LQztiqh13wYspQvKQ,2020-01-29
2020-10-26 06:49:22.623,Tom Sawyer,3QZ7uX97s82HFYSmQUAN1D,Rush,2Hkut4rAAyrQxRdof7FVJq,Moving Pictures (2011 Remaster),2xg7iIKoSqaDNpDbJnyCjY,2020-01-29
2020-07-27 02:31:12.130,Beast Of Burden - Remastered,77oU2rjC5XbjQfNe3bD6so,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,Some Girls,1Jv2AqzhgsduUik2p4k3cS,2020-01-29
2020-03-25 12:25:45.367,Come Together - Remastered 2009,2EqlS6tkEnglzr7tkKAAYD,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,Abbey Road (Remastered),0ETFjACtuP2ADo6LFhL6HN,2020-01-29
2020-08-23 11:58:35.418,"Another Brick in the Wall, Pt. 2",4gMgiXfqyzZLMhsksGmbQV,Pink Floyd,0k17h0D3J5VfsdmQ1iZtE9,The Wall,5Dbax7G8SWrP9xyzkOvy2F,2020-01-29
2020-01-10 21:13:10.239,Personal Jesus - Single Version,4UCTgh5jvtqoaMX6MAhUNn,Depeche Mode,762310PdDnwsDxAQxzQkfX,The Singles 86-98,61h3VS8XDROIpvQznjTPTT,2020-01-29
2020-03-26 01:40:29.747,I Want You to Want Me,1JkZg3eMQTmTn93E8Yd3UL,Cheap Trick,1LB8qB5BPb3MHQrfkvifXU,In Color,2sXJQdHykPYcRQ7xFhwzMR,2020-01-29
2020-01-31 18:38:57.355,Walk On the Wild Side,5p3JunprHCxClJjOmcLV8G,Lou Reed,42TFhl7WlMRXiNqzSrnzPL,Transformer,5SqbMEyAt8332ISGiLX0St,2020-01-29
2020-08-22 14:45:34.312,Like a Rolling Stone,3AhXZa8sUQht0UEdBJgpGc,Bob Dylan,74ASZWbe4lXaubB36ztrGX,Highway 61 Revisited,6YabPKtZAjxwyWbuO9p4ZD,2020-01-29
2020-06-15 10:03:55.204,Light My Fire,5uvosCdMlFdTXhoazkTI5R,The Doors,22WZ7M8sxp5THdruNY3gXt,The Doors,1jWmEhn3ggaL6isoyLfwBn,2020-01-29
2020-06-02 01:12:34.934,Stranglehold,2f0P7iELCvAlV8j6Z3rGDE,Ted Nugent,21ysNsPzHdqYN2fQ75ZswG,Ted Nugent,71SdSYZuuy7fCWbx0iqtac,2020-01-29
2020-04-06 05:49:41.250,T.N.T.,7LRMbd3LEoV5wZJvXT1Lwb,AC/DC,711MCceyCBcFnzjGY4Q7Un,High Voltage,19AUoKWRAaQYrggVvdQnqq,2020-01-29
2020-07-09 11:20:25.852,Beast Of Burden - Remastered,77oU2rjC5XbjQfNe3bD6so,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,Some Girls,1Jv2AqzhgsduUik2p4k3cS,2020-01-29
2020-09-28 15:19:49.733,Paranoid,1jzDzZWeSDBg5fhNc3tczV,Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Paranoid (2009 Remastered Version),132qAo1cDiEJdA3fv4xyNK,2020-01-29
2020-04-01 06:54:43.540,Pinball Wizard,6LbbHFEajG9e4m0G3L47c4,The Who,67ea9eGLXYMsO2eYQRui3w,Tommy,5cT7ee1sy2oEbFalP4asS4,2020-01-29
2020-04-05 07:30:19.630,La Grange - 2005 Remaster,70YvYr2hGlS01bKRIho1HM,ZZ Top,2AM4ilv6UzW0uMRuqKtDgN,Tres Hombres (Expanded 2006 Remaster),0Em8m9kRctyH9S3MTXAHvY,2020-01-29
2020-10-01 16:31:39.175,Listen to the Music,7Ar4G7Ci11gpt6sfH9Cgz5,The Doobie Brothers,39T6qqI0jDtSWWioX8eGJz,Toulouse Street,2x1Yi30lsWJUoBj1kmovnm,2020-01-29
2020-04-10 11:25:38.701,Paranoid,1jzDzZWeSDBg5fhNc3tczV,Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Paranoid (2009 Remastered Version),132qAo1cDiEJdA3fv4xyNK,2020-01-29
2020-10-15 11:20:11.778,Livin' On A Prayer,37ZJ0p5Jm13JPevGcx4SkF,Bon Jovi,58lV9VcRSjABbAbfWS6skp,Slippery When Wet,0kBfgEilUFCMIQY5IOjG4t,2020-01-29
2020-05-13 09:03:12.677,Under Pressure - Remastered,2fuCquhmrzHpu5xcA1ci9x,Queen,1dfeR4HaWDbWqFHLkxsg1d,Hot Space (2011 Remaster),6reTSIf5MoBco62rk8T7Q1,2020-01-29
2020-10-03 23:32:09.093,Born in the U.S.A.,0dOg1ySSI7NkpAe89Zo0b9,Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,Born In The U.S.A.,0PMasrHdpaoIRuHuhHp72O,2020-01-29
2020-07-09 05:39:16.879,Paranoid,1jzDzZWeSDBg5fhNc3tczV,Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Paranoid (2009 Remastered Version),132qAo1cDiEJdA3fv4xyNK,2020-01-29
2020-04-18 08:20:30.021,Casey Jones - 2013 Remaster,7LbfuQVct78YoghmoPtsQ8,Grateful Dead,4TMHGUX5WI7OOm53PqSDAT,Workingman's Dead,4jxokHekH1qSad1DcC82ku,2020-01-29
2020-09-09 20:57:01.412,My Sharona,1HOMkjp0nHMaTnfAkslCQj,The Knack,0Nn9YwJzcaeuU1jJL06e3r,Get The Knack,6H0wsYDvFlATzXHn0IqVpi,2020-01-29
2020-08-20 21:56:29.884,You Shook Me All Night Long,2SiXAy7TuUkycRVbbWDEpo,AC/DC,711MCceyCBcFnzjGY4Q7Un,Back In Black,6mUdeDZCsExyJLMdAfDuwh,2020-01-29
2020-07-31 01:12:28.539,Listen to the Music,7Ar4G7Ci11gpt6sfH9Cgz5,The Doobie Brothers,39T6qqI0jDtSWWioX8eGJz,Toulouse Street,2x1Yi30lsWJUoBj1kmovnm,2020-01-29
2020-08-01 14:13:49.629,Sunshine Of Your Love,6FRwDxXsvSasw0y2eDArsz,Cream,74oJ4qxwOZvX6oSsu1DGnw,Disraeli Gears,6fRqzJT070Kp9RWlSXmKcY,2020-01-29
2020-03-30 15:53:17.724,Turn! Turn! Turn! (To Everything There Is a Season),5qBqBdfTEIWJwAS0Jm2F5R,The Byrds,1PCZpxHJz7WAMF8EEq8bfc,Turn! Turn! Turn!,3v0i9qyogPoQEQj2bG6Fmn,2020-01-29
2020-06-01 12:03:27.161,Fortunate Son,4BP3uh0hFLFRb5cjsgLqDh,Creedence Clearwater Revival,3IYUhFvPQItj6xySrBmZkd,Willy And The Poor Boys,31q47gQszFt0CddSyMksgO,2020-01-29
2020-08-27 14:27:38.629,Sultans Of Swing,37Tmv4NnfQeb0ZgUC4fOJj,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,Dire Straits,2rCS6Xwx32V27pvgFzLzlT,2020-01-29
2020-09-28 16:59:16.757,Life in the Fast Lane - 2013 Remaster,6gXrEUzibufX9xYPk3HD5p,Eagles,0ECwFtbIWEVNwjlrfc6xoL,Hotel California (2013 Remaster),2widuo17g5CEC66IbzveRu,2020-01-29
2020-08-19 17:26:45.899,Back on the Chain Gang - 2007 Remaster,4cMHCRLPNoEbpnl2rz6GS9,Pretenders,0GByy3DcfbQwDvXGCWmzv9,Learning to Crawl (Expanded & Remastered),48NYXFdasUBuSeO3RAolt3,2020-01-29
2020-07-04 20:49:35.199,Iron Man,0TI8TP4FitVPoEHPTySx48,Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Paranoid (2009 Remastered Version),132qAo1cDiEJdA3fv4xyNK,2020-01-29
2020-05-01 10:54:52.292,Layla - 40th Anniversary Version / 2010 Remastered,2kkvB3RNRzwjFdGhaUA0tz,Derek & The Dominos,2rc78XDH9zuJP6bm78lU8Z,Layla And Other Assorted Love Songs (40th Anniversary / 2010 Remastered),5iIWnMgvSM8uEBwXKsPcXM,2020-01-29
2020-08-18 11:25:11.377,(Don't Fear) The Reaper,5QTxFnGygVM4jFQiBovmRo,Blue Öyster Cult,00tVTdpEhQQw1bqdu8RCx2,Agents Of Fortune,6C9WzlQANeoD0GW5B41YJt,2020-01-29
2020-10-03 09:43:19.397,Dream On,5MxNLUsfh7uzROypsoO5qe,Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,Aerosmith,19lEZSnCCbVEkKchoPQWDZ,2020-01-29
2020-10-12 13:19:05.699,You Really Got Me - Mono Mix,29SyMC0plk6qw8NMF7lfRL,The Kinks,1SQRv42e4PjEYfPhS0Tk9E,Kinks,08G3mGQXuHItbbsFAz50gJ,2020-01-29
2020-05-23 04:07:26.581,Light My Fire,5uvosCdMlFdTXhoazkTI5R,The Doors,22WZ7M8sxp5THdruNY3gXt,The Doors,1jWmEhn3ggaL6isoyLfwBn,2020-01-29
2020-05-20 12:02:49.641,Long Cool Woman (In a Black Dress) - 1999 Remaster,4OTw5splgMdlYklwHMHxLK,The Hollies,6waa8mKu91GjzD4NlONlNJ,Distant Light (Expanded Edition),37fVxdmMKreIb0FnffxjRI,2020-01-29
2020-06-28 01:14:14.359,Under Pressure - Remastered,2fuCquhmrzHpu5xcA1ci9x,Queen,1dfeR4HaWDbWqFHLkxsg1d,Hot Space (2011 Remaster),6reTSIf5MoBco62rk8T7Q1,2020-01-29
2020-01-20 16:40:33.895,Wild Horses - 2009 Mix,52dm9op3rbfAkc1LGXgipW,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,Sticky Fingers (Remastered),29m6DinzdaD0OPqWKGyMdz,2020-01-29
2020-02-26 04:32:14.783,We Will Rock You - Remastered,4pbJqGIASGPr0ZpGpnWkDn,Queen,1dfeR4HaWDbWqFHLkxsg1d,News Of The World (2011 Remaster),7tB40pGzj6Tg0HePj2jWZt,2020-01-29
2020-10-04 12:17:25.627,"Paint It, Black - Mono",1RJeiAIwR9pZBgJA8ndZLL,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones In Mono (Remastered 2016),5nKpMsduwp5xqCKq2IbSKv,2020-01-29
2020-03-20 10:36:07.593,Give A Little Bit,6XUHsYE38CEbYunT983O9G,Supertramp,3JsMj0DEzyWc0VDlHuy9Bx,Even In The Quietest Moments,4X87hQ57jTYQTcYTaJWK5w,2020-01-29
2020-02-01 21:17:49.786,Bohemian Rhapsody - 2011 Mix,4u7EnebtmKWzUH433cf5Qv,Queen,1dfeR4HaWDbWqFHLkxsg1d,A Night At The Opera (2011 Remaster),1GbtB4zTqAsyfZEsm1RZfx,2020-01-29
2020-02-21 14:10:49.989,Back on the Chain Gang - 2007 Remaster,4cMHCRLPNoEbpnl2rz6GS9,Pretenders,0GByy3DcfbQwDvXGCWmzv9,Learning to Crawl (Expanded & Remastered),48NYXFdasUBuSeO3RAolt3,2020-01-29
2020-05-10 00:44:46.100,Iron Man,0TI8TP4FitVPoEHPTySx48,Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Paranoid (2009 Remastered Version),132qAo1cDiEJdA3fv4xyNK,2020-01-29
2020-05-03 14:03:57.201,Back In The U.S.S.R. - Remastered 2009,0j3p1p06deJ7f9xmJ9yG22,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,The Beatles (Remastered),1klALx0u4AavZNEvC4LrTL,2020-01-29
2020-01-06 05:48:32.876,Feel like Makin' Love - 2015 Remaster,3KPwt1LBpt1jVSHz8GXERo,Bad Company,5AEG63ajney2BoDXi0Vb84,Straight Shooter,1LgPUiosPMevbB4NHxcNiO,2020-01-29
2020-06-29 21:08:47.136,The Joker,1bp2IO61zbQrbWNmKKxg3f,Steve Miller Band,6QtGlUje9TIkLrgPZrESuk,The Joker,5uYNj1HkZrWKAkhEYcGmJr,2020-01-29
2020-04-18 22:15:39.135,(Don't Fear) The Reaper,5QTxFnGygVM4jFQiBovmRo,Blue Öyster Cult,00tVTdpEhQQw1bqdu8RCx2,Agents Of Fortune,6C9WzlQANeoD0GW5B41YJt,2020-01-29
2020-01-30 12:42:37.607,Every Breath You Take,1JSTJqkT5qHq8MDJnJbRE1,The Police,5NGO30tJxFlKixkPSgXcFE,Synchronicity (Remastered 2003),5W9OT0a5iZlBr83a9WMKFY,2020-01-29
2020-07-05 08:46:54.656,You Really Got Me - Mono Mix,29SyMC0plk6qw8NMF7lfRL,The Kinks,1SQRv42e4PjEYfPhS0Tk9E,Kinks,08G3mGQXuHItbbsFAz50gJ,2020-01-29
2020-07-24 00:10:14.350,House of the Rising Sun,4mn2kNTqiGLwaUR8JdhJ1l,The Animals,3ICflSq6ZgYAIrm2CTkfVP,The Singles Plus,1v4O55JGou3T0Vlj06fdXz,2020-01-29
2020-05-08 10:15:22.672,A Horse with No Name,54eZmuggBFJbV7k248bTTt,America,35U9lQaRWSQISxQAB94Meo,America,0E5IKYhiKgbYQkmfsFonbZ,2020-01-29
2020-10-25 12:29:57.789,"Paint It, Black - Mono",1RJeiAIwR9pZBgJA8ndZLL,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones In Mono (Remastered 2016),5nKpMsduwp5xqCKq2IbSKv,2020-01-29
2020-10-03 06:10:28.205,For What It's Worth,1qRA5BS78u3gME0loMl9AA,Buffalo Springfield,3eskO5m0H4yiF64vRySBjr,Buffalo Springfield,3PkdGRruLnJ9zCtANiDrpB,2020-01-29
2020-02-22 18:26:29.967,"Paint It, Black - Mono",1RJeiAIwR9pZBgJA8ndZLL,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones In Mono (Remastered 2016),5nKpMsduwp5xqCKq2IbSKv,2020-01-29
2020-07-15 22:37:43.330,Paranoid,1jzDzZWeSDBg5fhNc3tczV,Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Paranoid (2009 Remastered Version),132qAo1cDiEJdA3fv4xyNK,2020-01-29
2020-06-19 03:32:00.888,Iron Man,0TI8TP4FitVPoEHPTySx48,Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Paranoid (2009 Remastered Version),132qAo1cDiEJdA3fv4xyNK,2020-01-29
2020-03-07 23:52:01.658,Casey Jones - 2013 Remaster,7LbfuQVct78YoghmoPtsQ8,Grateful Dead,4TMHGUX5WI7OOm53PqSDAT,Workingman's Dead,4jxokHekH1qSad1DcC82ku,2020-01-29
2020-05-13 05:53:38.605,Pinball Wizard,6LbbHFEajG9e4m0G3L47c4,The Who,67ea9eGLXYMsO2eYQRui3w,Tommy,5cT7ee1sy2oEbFalP4asS4,2020-01-29
2020-03-25 17:26:52.645,Fortunate Son,4BP3uh0hFLFRb5cjsgLqDh,Creedence Clearwater Revival,3IYUhFvPQItj6xySrBmZkd,Willy And The Poor Boys,31q47gQszFt0CddSyMksgO,2020-01-29
2020-10-12 02:39:21.783,Me and Bobby McGee,1IqFh00G2kvvMm8pRMpehA,Janis Joplin,4NgfOZCL9Ml67xzM0xzIvC,Pearl (Legacy Edition),3j7nicLAWXM0Fb08q9XGyf,2020-01-29
2020-05-21 14:42:52.435,Walk This Way,5SZ6zX4rOrEQferfFC2MfP,Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,Toys In The Attic,36IxIOGEBAXVozDSiVs09B,2020-01-29
2020-08-20 06:36:30.862,T.N.T.,7LRMbd3LEoV5wZJvXT1Lwb,AC/DC,711MCceyCBcFnzjGY4Q7Un,High Voltage,19AUoKWRAaQYrggVvdQnqq,2020-01-29
2020-08-30 16:53:34.881,Every Breath You Take,1JSTJqkT5qHq8MDJnJbRE1,The Police,5NGO30tJxFlKixkPSgXcFE,Synchronicity (Remastered 2003),5W9OT0a5iZlBr83a9WMKFY,2020-01-29
2020-03-02 14:49:37.534,Back In The U.S.S.R. - Remastered 2009,0j3p1p06deJ7f9xmJ9yG22,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,The Beatles (Remastered),1klALx0u4AavZNEvC4LrTL,2020-01-29
2020-08-27 12:37:46.389,Once in a Lifetime - 2005 Remaster,38Ngied9rBORlAbLYNCl4k,Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,Remain in Light (Deluxe Version),3AQgdwMNCiN7awXch5fAaG,2020-01-29
2020-05-20 22:53:35.592,Let's Dance - 2018 Remaster,3ix6K4wZY29bCujrSznwFZ,David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,Let's Dance (2018 Remaster),4NwG11AsDJluT732lSjMrV,2020-01-29
2020-02-17 08:34:58.232,You Shook Me All Night Long,2SiXAy7TuUkycRVbbWDEpo,AC/DC,711MCceyCBcFnzjGY4Q7Un,Back In Black,6mUdeDZCsExyJLMdAfDuwh,2020-01-29
2020-03-08 07:57:24.180,Somebody to Love,4uGIJG1jYFonGc4LGp5uQL,Jefferson Airplane,2qFr8w5sWUITRlzZ9kZotF,Surrealistic Pillow,6lPb7Eoon6QPbscWbMsk6a,2020-01-29
2020-05-15 21:55:04.491,Crazy Train,7ACxUo21jtTHzy7ZEV56vU,Ozzy Osbourne,6ZLTlhejhndI4Rh53vYhrY,Blizzard Of Ozz (40th Anniversary Expanded Edition),4qUMByJ3Pk94BFnCmGaUPS,2020-01-29
2020-08-08 14:10:52.829,I Want You to Want Me,1JkZg3eMQTmTn93E8Yd3UL,Cheap Trick,1LB8qB5BPb3MHQrfkvifXU,In Color,2sXJQdHykPYcRQ7xFhwzMR,2020-01-29
2020-03-27 04:35:09.410,Highway to Hell,2zYzyRzz6pRmhPzyfMEC8s,AC/DC,711MCceyCBcFnzjGY4Q7Un,Highway to Hell,10v912xgTZbjAtYfyKWJCS,2020-01-29
2020-09-23 18:56:20.542,Sweet Emotion,24NwBd5vZ2CK8VOQVnqdxr,Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,Toys In The Attic,36IxIOGEBAXVozDSiVs09B,2020-01-29
2020-03-13 21:30:21.227,Don't Stop Believin',4bHsxqR3GMrXTxEPLuK5ue,Journey,0rvjqX7ttXeg3mTy8Xscbt,Escape,43wpzak9OmQfrjyksuGwp0,2020-01-29
2020-01-31 09:06:40.866,Riders on the Storm,14XWXWv5FoCbFzLksawpEe,The Doors,22WZ7M8sxp5THdruNY3gXt,L.A. Woman,7IKUTIc9UWuVngyGPtqNHS,2020-01-29
2020-04-02 13:55:29.796,Somebody to Love,4uGIJG1jYFonGc4LGp5uQL,Jefferson Airplane,2qFr8w5sWUITRlzZ9kZotF,Surrealistic Pillow,6lPb7Eoon6QPbscWbMsk6a,2020-01-29
2020-03-12 09:01:03.146,When Doves Cry,51H2y6YrNNXcy3dfc3qSbA,Prince,5a2EaR3hamoenG9rDuVn8j,Purple Rain,7nXJ5k4XgRj5OLg9m8V3zc,2020-01-29
2020-07-16 22:47:19.626,Hurricane,1lqMLr9Wj7SM2F9AikGcxN,Bob Dylan,74ASZWbe4lXaubB36ztrGX,Desire,1T8usYsiGEMPMQOLFgJEbE,2020-01-29
2020-02-15 07:17:46.674,The Joker,1bp2IO61zbQrbWNmKKxg3f,Steve Miller Band,6QtGlUje9TIkLrgPZrESuk,The Joker,5uYNj1HkZrWKAkhEYcGmJr,2020-01-29
2020-03-15 13:51:36.071,I Want You to Want Me,1JkZg3eMQTmTn93E8Yd3UL,Cheap Trick,1LB8qB5BPb3MHQrfkvifXU,In Color,2sXJQdHykPYcRQ7xFhwzMR,2020-01-29
2020-05-02 04:59:33.754,Welcome To The Jungle,0bVtevEgtDIeRjCJbK3Lmv,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,Appetite For Destruction,3I9Z1nDCL4E0cP62flcbI5,2020-01-29
2020-02-12 00:26:43.717,All Right Now,1gcESexgftSuLuML57Y69q,Free,2e53aHBQdCMKWqHDuyJsjC,Fire And Water,1ydlm89JR8cV8VuSaNvHNL,2020-01-29
2020-10-12 11:19:35.060,Walk On the Wild Side,5p3JunprHCxClJjOmcLV8G,Lou Reed,42TFhl7WlMRXiNqzSrnzPL,Transformer,5SqbMEyAt8332ISGiLX0St,2020-01-29
2020-08-19 07:46:37.994,Layla - 40th Anniversary Version / 2010 Remastered,2kkvB3RNRzwjFdGhaUA0tz,Derek & The Dominos,2rc78XDH9zuJP6bm78lU8Z,Layla And Other Assorted Love Songs (40th Anniversary / 2010 Remastered),5iIWnMgvSM8uEBwXKsPcXM,2020-01-29
2020-10-24 13:41:34.732,Dust in the Wind,6zeE5tKyr8Nu882DQhhSQI,Kansas,2hl0xAkS2AIRAu23TVMBG1,Point Of Know Return (Expanded Edition),6oU298pdPTCQnMx1PYwyUA,2020-01-29
2020-01-23 15:12:10.496,Rebel Rebel - 2016 Remaster,2EC9IJj7g0mN1Q5VrZkiYY,David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,Diamond Dogs (2016 Remaster),72mfhbEsMtXR6s7v9UhKe3,2020-01-29
2020-04-04 21:33:21.468,Back In The U.S.S.R. - Remastered 2009,0j3p1p06deJ7f9xmJ9yG22,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,The Beatles (Remastered),1klALx0u4AavZNEvC4LrTL,2020-01-29
2020-06-04 14:20:57.843,Hurricane,1lqMLr9Wj7SM2F9AikGcxN,Bob Dylan,74ASZWbe4lXaubB36ztrGX,Desire,1T8usYsiGEMPMQOLFgJEbE,2020-01-29
2020-06-11 08:36:18.391,Back on the Chain Gang - 2007 Remaster,4cMHCRLPNoEbpnl2rz6GS9,Pretenders,0GByy3DcfbQwDvXGCWmzv9,Learning to Crawl (Expanded & Remastered),48NYXFdasUBuSeO3RAolt3,2020-01-29
2020-10-09 20:50:26.039,Stranglehold,2f0P7iELCvAlV8j6Z3rGDE,Ted Nugent,21ysNsPzHdqYN2fQ75ZswG,Ted Nugent,71SdSYZuuy7fCWbx0iqtac,2020-01-29
2020-07-27 11:36:52.413,Highway to Hell,2zYzyRzz6pRmhPzyfMEC8s,AC/DC,711MCceyCBcFnzjGY4Q7Un,Highway to Hell,10v912xgTZbjAtYfyKWJCS,2020-01-29
2020-02-29 03:56:38.139,Sultans Of Swing,37Tmv4NnfQeb0ZgUC4fOJj,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,Dire Straits,2rCS6Xwx32V27pvgFzLzlT,2020-01-29
2020-10-04 15:55:14.958,All Along the Watchtower,2aoo2jlRnM3A0NyLQqMN2f,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,Electric Ladyland,5z090LQztiqh13wYspQvKQ,2020-01-29
2020-05-07 16:59:59.984,Don't Stop Believin',4bHsxqR3GMrXTxEPLuK5ue,Journey,0rvjqX7ttXeg3mTy8Xscbt,Escape,43wpzak9OmQfrjyksuGwp0,2020-01-29
2020-07-11 20:30:14.009,Hotel California - 2013 Remaster,40riOy7x9W7GXjyGp4pjAv,Eagles,0ECwFtbIWEVNwjlrfc6xoL,Hotel California (2013 Remaster),2widuo17g5CEC66IbzveRu,2020-01-29
2020-04-27 04:08:33.346,All Along the Watchtower,2aoo2jlRnM3A0NyLQqMN2f,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,Electric Ladyland,5z090LQztiqh13wYspQvKQ,2020-01-29
2020-09-14 09:04:01.650,Crazy Train,7ACxUo21jtTHzy7ZEV56vU,Ozzy Osbourne,6ZLTlhejhndI4Rh53vYhrY,Blizzard Of Ozz (40th Anniversary Expanded Edition),4qUMByJ3Pk94BFnCmGaUPS,2020-01-29
2020-06-10 04:02:17.574,"Paint It, Black - Mono",1RJeiAIwR9pZBgJA8ndZLL,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones In Mono (Remastered 2016),5nKpMsduwp5xqCKq2IbSKv,2020-01-29
2020-09-19 17:25:52.572,Under Pressure - Remastered,2fuCquhmrzHpu5xcA1ci9x,Queen,1dfeR4HaWDbWqFHLkxsg1d,Hot Space (2011 Remaster),6reTSIf5MoBco62rk8T7Q1,2020-01-29
2020-09-07 21:17:51.225,Have You Ever Seen The Rain,2LawezPeJhN4AWuSB0GtAU,Creedence Clearwater Revival,3IYUhFvPQItj6xySrBmZkd,Pendulum (40th Anniversary Edition),372cMadhAGlNuDnc8TssqF,2020-01-29
2020-06-19 13:33:09.443,Every Breath You Take,1JSTJqkT5qHq8MDJnJbRE1,The Police,5NGO30tJxFlKixkPSgXcFE,Synchronicity (Remastered 2003),5W9OT0a5iZlBr83a9WMKFY,2020-01-29
2020-04-25 18:23:47.692,Welcome To The Jungle,0bVtevEgtDIeRjCJbK3Lmv,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,Appetite For Destruction,3I9Z1nDCL4E0cP62flcbI5,2020-01-29
2020-09-14 12:01:36.715,Free Fallin',5tVA6TkbaAH9QMITTQRrNv,Tom Petty,2UZMlIwnkgAEDBsw1Rejkn,Full Moon Fever,5d71Imt5CIb7LpQwDMQ093,2020-01-29
2020-04-23 01:48:49.672,Back on the Chain Gang - 2007 Remaster,4cMHCRLPNoEbpnl2rz6GS9,Pretenders,0GByy3DcfbQwDvXGCWmzv9,Learning to Crawl (Expanded & Remastered),48NYXFdasUBuSeO3RAolt3,2020-01-29
2020-03-20 00:59:35.359,Listen to the Music,7Ar4G7Ci11gpt6sfH9Cgz5,The Doobie Brothers,39T6qqI0jDtSWWioX8eGJz,Toulouse Street,2x1Yi30lsWJUoBj1kmovnm,2020-01-29
